order_id,order_item_no,sku,product_name,quantity,unit_price,amount,is_refund,is_product,order_time,order_date,customer_id,country,source_sheet
492432,4,35004C,SET OF 3 COLOURED  FLYING DUCKS,12,4.65,55.8,0,1,2009-12-17 09:55:00,2009-12-17,13491,United Kingdom,Year 2009-2010
492525,9,21821,GLITTER STAR GARLAND WITH BELLS,1,3.75,3.75,0,1,2009-12-17 12:32:00,2009-12-17,12748,United Kingdom,Year 2009-2010
492582,6,21137,BLACK RECORD COVER FRAME,8,3.75,30.0,0,1,2009-12-17 15:03:00,2009-12-17,18223,United Kingdom,Year 2009-2010
492652,2,22130,PARTY CONE CHRISTMAS DECORATION,24,0.85,20.4,0,1,2009-12-17 17:46:00,2009-12-17,15428,United Kingdom,Year 2009-2010
492724,47,85194L,HANGING SPRING FLOWER EGG LARGE,144,0.72,103.68,0,1,2009-12-18 10:59:00,2009-12-18,14646,Netherlands,Year 2009-2010
492751,21,21808,"CHRISTMAS GARLAND STARS,TREES",1,3.75,3.75,0,1,2009-12-18 13:46:00,2009-12-18,15768,United Kingdom,Year 2009-2010
492782,45,21146,ANTIQUE GLASS RIDGED HANGING BALL,3,4.3,12.9,0,1,2009-12-18 17:06:00,2009-12-18,-1,United Kingdom,Year 2009-2010
492783,59,21429,RED GINGHAM ROSE JEWELLERY BOX,1,3.43,3.43,0,1,2009-12-18 17:15:00,2009-12-18,-1,United Kingdom,Year 2009-2010
492799,1,21908,CHOCOLATE THIS WAY METAL SIGN,6,2.1,12.6,0,1,2009-12-20 11:36:00,2009-12-20,17865,United Kingdom,Year 2009-2010
492830,39,21123,SET/10 IVORY SPOTTY PARTY CANDLES,24,1.25,30.0,0,1,2009-12-20 15:38:00,2009-12-20,12683,France,Year 2009-2010
493055,1,48194,DOORMAT HEARTS,1,6.75,6.75,0,1,2009-12-21 16:37:00,2009-12-21,-1,United Kingdom,Year 2009-2010
493074,27,84029C,BROWN FURRY HOT WATER BOTTLE,1,7.78,7.78,0,1,2009-12-22 09:45:00,2009-12-22,-1,United Kingdom,Year 2009-2010
493260,129,85089,CANDY SPOT BUNNY,1,6.04,6.04,0,1,2009-12-22 14:31:00,2009-12-22,-1,United Kingdom,Year 2009-2010
493279,1,72803B,UNKNOWN,3,0.0,0.0,0,1,2009-12-22 15:11:00,2009-12-22,-1,United Kingdom,Year 2009-2010
C493084,1,21913,VINTAGE SEASIDE JIGSAW PUZZLES,-1,3.75,-3.75,1,1,2009-12-22 10:17:00,2009-12-22,-1,United Kingdom,Year 2009-2010
493395,57,22061,LARGE CAKE STAND  HANGING STRAWBERY,4,9.95,39.8,0,1,2009-12-23 13:41:00,2009-12-23,12539,Spain,Year 2009-2010
493442,35,21577,SAVE THE PLANET COTTON TOTE BAG,1,2.25,2.25,0,1,2010-01-04 13:36:00,2010-01-04,13821,United Kingdom,Year 2009-2010
493701,51,22073,RETRO SPOT STORAGE JAR,2,3.75,7.5,0,1,2010-01-05 13:58:00,2010-01-05,15865,United Kingdom,Year 2009-2010
C493576,2,37348,SET OF 4 PASTEL STACKING MUGS,-1,2.55,-2.55,1,1,2010-01-05 11:13:00,2010-01-05,-1,United Kingdom,Year 2009-2010
493759,25,22135,LADLE LOVE HEART PINK,12,0.42,5.04,0,1,2010-01-06 13:56:00,2010-01-06,17965,United Kingdom,Year 2009-2010
493819,15,22304,COFFEE MUG BLUE PAISLEY DESIGN,144,2.1,302.4,0,1,2010-01-07 12:34:00,2010-01-07,14156,EIRE,Year 2009-2010
493866,20,21539,RETRO SPOTS BUTTER DISH,3,4.95,14.85,0,1,2010-01-07 17:11:00,2010-01-07,16057,United Kingdom,Year 2009-2010
493953,7,21485,RED SPOT HEART HOT WATER BOTTLE,6,4.95,29.7,0,1,2010-01-08 14:04:00,2010-01-08,14327,United Kingdom,Year 2009-2010
493975,17,21116,OWL DOORSTOP,12,4.95,59.4,0,1,2010-01-10 11:27:00,2010-01-10,12540,Spain,Year 2009-2010
494003,6,85007,SET OF 3 VINTAGE TEA TIME BOXES,8,4.65,37.2,0,1,2010-01-10 15:24:00,2010-01-10,17222,United Kingdom,Year 2009-2010
494013,32,46775D,SUNSET COLOUR CHUNKY KNITTED THROW,1,11.26,11.26,0,1,2010-01-11 09:32:00,2010-01-11,-1,United Kingdom,Year 2009-2010
494016,168,20758,ABSTRACT CIRCLES POCKET BOOK,5,0.65,3.25,0,1,2010-01-11 09:35:00,2010-01-11,-1,United Kingdom,Year 2009-2010
494017,160,21100,CHARLIE AND LOLA CHARLOTTE BAG,6,1.7,10.2,0,1,2010-01-11 09:37:00,2010-01-11,-1,United Kingdom,Year 2009-2010
494079,5,21232,STRAWBERRY CERAMIC TRINKET BOX,15,1.25,18.75,0,1,2010-01-11 12:19:00,2010-01-11,12835,United Kingdom,Year 2009-2010
494147,114,21507,"ELEPHANT, BIRTHDAY CARD,",2,0.84,1.68,0,1,2010-01-11 14:39:00,2010-01-11,-1,United Kingdom,Year 2009-2010
494166,230,22132,RED LOVE HEART SHAPE CUP,2,1.66,3.32,0,1,2010-01-12 09:48:00,2010-01-12,-1,United Kingdom,Year 2009-2010
494239,40,21892,TRADITIONAL WOODEN CATCH CUP GAME,2,1.25,2.5,0,1,2010-01-12 15:48:00,2010-01-12,14081,United Kingdom,Year 2009-2010
494336,2,84625A,PINK NEW BAROQUECANDLESTICK CANDLE,24,0.85,20.4,0,1,2010-01-13 12:30:00,2010-01-13,14137,United Kingdom,Year 2009-2010
494378,115,35004B,SET OF 3 BLACK FLYING DUCKS,1,5.91,5.91,0,1,2010-01-13 17:03:00,2010-01-13,-1,United Kingdom,Year 2009-2010
494381,13,84510B,SET OF 4 FAIRY CAKES COASTERS,2,2.51,5.02,0,1,2010-01-13 17:44:00,2010-01-13,-1,United Kingdom,Year 2009-2010
494384,21,84050,PINK HEART SHAPE EGG FRYING PAN,6,1.65,9.9,0,1,2010-01-14 08:30:00,2010-01-14,16304,United Kingdom,Year 2009-2010
494387,139,90177D,DROP DIAMANTE EARRINGS PURPLE,1,2.96,2.96,0,1,2010-01-14 09:46:00,2010-01-14,-1,United Kingdom,Year 2009-2010
494445,14,82494L,WOODEN FRAME ANTIQUE WHITE,6,2.55,15.3,0,1,2010-01-14 13:14:00,2010-01-14,17850,United Kingdom,Year 2009-2010
494479,42,85018A,S/6 PAPER BOXES ROMANTIC IMAGES,3,4.25,12.75,0,1,2010-01-14 15:47:00,2010-01-14,17032,United Kingdom,Year 2009-2010
494495,210,21544,SKULLS  WATER TRANSFER TATTOOS,1,1.66,1.66,0,1,2010-01-14 17:43:00,2010-01-14,-1,United Kingdom,Year 2009-2010
494606,1,21463,MIRRORED DISCO BALL,4,5.95,23.8,0,1,2010-01-15 12:38:00,2010-01-15,15607,United Kingdom,Year 2009-2010
494640,12,72024U,LILAC VOTIVE CANDLE,24,0.21,5.04,0,1,2010-01-17 11:31:00,2010-01-17,17801,United Kingdom,Year 2009-2010
494661,2,21124,SET/10 BLUE SPOTTY PARTY CANDLES,2,1.25,2.5,0,1,2010-01-17 14:07:00,2010-01-17,13634,United Kingdom,Year 2009-2010
494681,5,84406B,CREAM CUPID HEARTS COAT HANGER,8,3.25,26.0,0,1,2010-01-18 10:40:00,2010-01-18,14441,United Kingdom,Year 2009-2010
494778,23,21668,RED STRIPE CERAMIC DRAWER KNOB,6,1.25,7.5,0,1,2010-01-18 12:48:00,2010-01-18,14461,United Kingdom,Year 2009-2010
494784,16,21094,SET/6 RED SPOTTY PAPER PLATES,2,1.66,3.32,0,1,2010-01-18 13:20:00,2010-01-18,-1,United Kingdom,Year 2009-2010
494792,20,22089,PAPER BUNTING VINTAGE PAISLEY,5,2.95,14.75,0,1,2010-01-18 14:04:00,2010-01-18,13173,United Kingdom,Year 2009-2010
494814,176,22110,BIRD HOUSE HOT WATER BOTTLE,10,3.36,33.6,0,1,2010-01-19 09:05:00,2010-01-19,-1,United Kingdom,Year 2009-2010
494870,103,21872,GLAMOROUS  MUG,1,1.25,1.25,0,1,2010-01-19 12:15:00,2010-01-19,15998,United Kingdom,Year 2009-2010
494900,16,17129F,DEEP BLUE GLASS GEMS IN BAG,24,0.64,15.36,0,1,2010-01-19 14:41:00,2010-01-19,15311,United Kingdom,Year 2009-2010
494918,227,90042A,FRESHWATER PEARL BRACELET GOLD,1,2.54,2.54,0,1,2010-01-19 17:49:00,2010-01-19,-1,United Kingdom,Year 2009-2010
494995,4,84378,SET OF 3 HEART COOKIE CUTTERS,8,1.25,10.0,0,1,2010-01-20 12:14:00,2010-01-20,17356,United Kingdom,Year 2009-2010
495070,3,21901,"KEY FOB , BACK DOOR",1,1.66,1.66,0,1,2010-01-20 17:50:00,2010-01-20,-1,United Kingdom,Year 2009-2010
495077,5,85065,CREAM SWEETHEART TRAYS,1,12.75,12.75,0,1,2010-01-21 09:30:00,2010-01-21,16634,United Kingdom,Year 2009-2010
495178,20,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2.95,5.9,0,1,2010-01-21 13:33:00,2010-01-21,13735,United Kingdom,Year 2009-2010
495215,10,85131A,BEADED PEARL HEART WHITE ON STICK,12,1.25,15.0,0,1,2010-01-21 17:09:00,2010-01-21,15126,United Kingdom,Year 2009-2010
495239,186,21580,RABBIT  DESIGN  COTTON TOTE BAG,6,2.51,15.06,0,1,2010-01-22 10:01:00,2010-01-22,-1,United Kingdom,Year 2009-2010
495310,13,20725,LUNCH BAG RED SPOTTY,10,1.65,16.5,0,1,2010-01-22 14:17:00,2010-01-22,12531,Germany,Year 2009-2010
495343,108,22323,PINK POLKADOT KIDS BAG,1,10.17,10.17,0,1,2010-01-22 18:05:00,2010-01-22,-1,United Kingdom,Year 2009-2010
495363,19,22168,ORGANISER WOOD ANTIQUE WHITE,2,8.5,17.0,0,1,2010-01-24 12:13:00,2010-01-24,-1,United Kingdom,Year 2009-2010
495383,54,21625,VINTAGE UNION JACK APRON,1,6.95,6.95,0,1,2010-01-24 14:19:00,2010-01-24,17141,United Kingdom,Year 2009-2010
495404,14,85114B,IVORY ENCHANTED FOREST PLACEMAT,6,1.65,9.9,0,1,2010-01-25 09:48:00,2010-01-25,14439,Greece,Year 2009-2010
495501,6,21622,VINTAGE UNION JACK CUSHION COVER,1,4.95,4.95,0,1,2010-01-25 12:33:00,2010-01-25,15719,United Kingdom,Year 2009-2010
495529,42,85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,1,5.95,5.95,0,1,2010-01-25 15:07:00,2010-01-25,17610,United Kingdom,Year 2009-2010
495574,136,21908,CHOCOLATE THIS WAY METAL SIGN,3,4.21,12.63,0,1,2010-01-25 17:36:00,2010-01-25,-1,United Kingdom,Year 2009-2010
495683,7,20775,DAISY NOTEBOOK,1,1.65,1.65,0,1,2010-01-26 11:45:00,2010-01-26,16742,United Kingdom,Year 2009-2010
495716,27,70006,LOVE HEART POCKET WARMER,12,1.65,19.8,0,1,2010-01-26 14:06:00,2010-01-26,12905,United Kingdom,Year 2009-2010
495805,24,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,1,3.36,3.36,0,1,2010-01-26 17:51:00,2010-01-26,-1,United Kingdom,Year 2009-2010
495908,2,84212,"ASSORTED FLOWER COLOUR ""LEIS""",1440,0.42,604.8,0,1,2010-01-27 12:44:00,2010-01-27,15389,United Kingdom,Year 2009-2010
495945,11,21380,WOODEN HAPPY BIRTHDAY GARLAND,12,2.95,35.4,0,1,2010-01-27 16:23:00,2010-01-27,13758,United Kingdom,Year 2009-2010
495953,31,20677,PINK SPOTTY BOWL,1,2.51,2.51,0,1,2010-01-27 17:56:00,2010-01-27,-1,United Kingdom,Year 2009-2010
496008,23,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,6,2.95,17.7,0,1,2010-01-28 12:36:00,2010-01-28,14911,EIRE,Year 2009-2010
496060,4,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,90,2.1,189.0,0,1,2010-01-28 15:30:00,2010-01-28,18194,United Kingdom,Year 2009-2010
496093,31,82600,NO SINGING METAL SIGN,12,2.1,25.2,0,1,2010-01-29 10:10:00,2010-01-29,12949,United Kingdom,Year 2009-2010
496232,15,22192,BLUE DINER WALL CLOCK,2,8.5,17.0,0,1,2010-01-29 14:21:00,2010-01-29,14249,United Kingdom,Year 2009-2010
496290,87,21212,PACK OF 72 RETRO SPOT CAKE CASES,1,1.28,1.28,0,1,2010-01-29 17:55:00,2010-01-29,-1,United Kingdom,Year 2009-2010
496308,45,22292,"SPRING DEC , HANGING CHICK  YELLOW",8,1.45,11.6,0,1,2010-01-31 11:54:00,2010-01-31,17625,United Kingdom,Year 2009-2010
496331,21,21843,RETRO SPOT CAKE STAND,1,10.95,10.95,0,1,2010-01-31 13:48:00,2010-01-31,13897,United Kingdom,Year 2009-2010
496354,9,17174,ASSTD RASTA KEY-CHAINS,24,0.42,10.08,0,1,2010-02-01 09:52:00,2010-02-01,12810,Japan,Year 2009-2010
496441,2,85232D,SET/3 DECOUPAGE STACKING TINS,1,4.95,4.95,0,1,2010-02-01 13:25:00,2010-02-01,17377,United Kingdom,Year 2009-2010
496487,69,22197,"POPCORN HOLDER , SMALL",1,1.66,1.66,0,1,2010-02-01 17:13:00,2010-02-01,-1,United Kingdom,Year 2009-2010
496507,1,85042,ANTIQUE LILY FAIRY LIGHTS,12,4.95,59.4,0,1,2010-02-02 10:25:00,2010-02-02,18175,United Kingdom,Year 2009-2010
496564,26,22134,LADLE LOVE HEART RED,12,0.42,5.04,0,1,2010-02-02 13:33:00,2010-02-02,14911,EIRE,Year 2009-2010
496613,2,21733,RED HANGING HEART T-LIGHT HOLDER,24,2.95,70.8,0,1,2010-02-03 08:14:00,2010-02-03,15270,United Kingdom,Year 2009-2010
496651,25,20828,GLITTER BUTTERFLY CLIPS,4,2.55,10.2,0,1,2010-02-03 12:21:00,2010-02-03,13553,United Kingdom,Year 2009-2010
496753,1,21525,UNKNOWN,-2,0.0,0.0,1,1,2010-02-03 14:57:00,2010-02-03,-1,United Kingdom,Year 2009-2010
496801,113,51014A,"FEATHER PEN,HOT PINK",1,1.66,1.66,0,1,2010-02-03 17:06:00,2010-02-03,-1,United Kingdom,Year 2009-2010
496871,61,21380,WOODEN HAPPY BIRTHDAY GARLAND,12,2.95,35.4,0,1,2010-02-04 13:18:00,2010-02-04,16383,United Kingdom,Year 2009-2010
496913,21,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,0.95,11.4,0,1,2010-02-04 15:19:00,2010-02-04,16986,United Kingdom,Year 2009-2010
496948,16,47590B,PINK HAPPY BIRTHDAY BUNTING,3,5.45,16.35,0,1,2010-02-04 18:18:00,2010-02-04,15810,United Kingdom,Year 2009-2010
497000,13,22178,VICTORIAN GLASS HANGING T-LIGHT,6,1.25,7.5,0,1,2010-02-05 11:41:00,2010-02-05,13234,United Kingdom,Year 2009-2010
497166,14,21355,TOAST ITS - I LOVE YOU,2,2.51,5.02,0,1,2010-02-05 17:21:00,2010-02-05,-1,United Kingdom,Year 2009-2010
497208,17,22055,MINI CAKE STAND  HANGING STRAWBERY,10,1.65,16.5,0,1,2010-02-07 12:16:00,2010-02-07,15584,United Kingdom,Year 2009-2010
497228,14,20713,JUMBO BAG OWLS,10,1.95,19.5,0,1,2010-02-08 09:06:00,2010-02-08,13004,United Kingdom,Year 2009-2010
497266,7,48173C,DOOR MAT BLACK FLOCK,1,7.49,7.49,0,1,2010-02-08 13:28:00,2010-02-08,15867,United Kingdom,Year 2009-2010
497353,57,48189,DOOR MAT FRIENDSHIP,1,13.57,13.57,0,1,2010-02-08 16:48:00,2010-02-08,-1,United Kingdom,Year 2009-2010
